<?xml version="1.0"?>
<VMAF version="1.3.14">
	<params model="vmaf_v0.6.1.pkl" scaledWidth="640" scaledHeight="360" subsample="1" num_bootstrap_models="0" bootstrap_model_list_str="" />
	<fyi numOfFrames="240" aggregateVMAF="99.8884" aggregatePSNR="38.1664" aggregateSSIM="0.9478" aggregateMS_SSIM="0.980505" execFps="11.8889" timeTaken="20.187" />
	<frames>
		<frame frameNum="0" adm2="0.929414" motion2="0" ms_ssim="0.984554" psnr="40.0161" ssim="0.961606" vif_scale0="0.611154" vif_scale1="0.863818" vif_scale2="0.913044" vif_scale3="0.940509" vmaf="73.8542" />
		<frame frameNum="1" adm2="0.9603" motion2="31.8789" ms_ssim="0.980903" psnr="38.7104" ssim="0.955878" vif_scale0="0.597781" vif_scale1="0.837054" vif_scale2="0.894187" vif_scale3="0.929812" vmaf="100" />
		<frame frameNum="2" adm2="0.926427" motion2="31.8789" ms_ssim="0.984083" psnr="39.9659" ssim="0.961453" vif_scale0="0.612154" vif_scale1="0.860338" vif_scale2="0.911844" vif_scale3="0.940828" vmaf="100" />
		<frame frameNum="3" adm2="0.95942" motion2="31.9337" ms_ssim="0.980426" psnr="38.7047" ssim="0.955429" vif_scale0="0.598632" vif_scale1="0.831315" vif_scale2="0.891052" vif_scale3="0.930888" vmaf="100" />
		<frame frameNum="4" adm2="0.928179" motion2="31.9337" ms_ssim="0.984142" psnr="40.0037" ssim="0.961684" vif_scale0="0.61297" vif_scale1="0.860845" vif_scale2="0.911542" vif_scale3="0.94062" vmaf="100" />
		<frame frameNum="5" adm2="0.958018" motion2="31.9537" ms_ssim="0.980442" psnr="38.7031" ssim="0.955951" vif_scale0="0.599269" vif_scale1="0.830551" vif_scale2="0.890353" vif_scale3="0.927824" vmaf="100" />
		<frame frameNum="6" adm2="0.926163" motion2="31.9537" ms_ssim="0.983815" psnr="39.9354" ssim="0.961204" vif_scale0="0.611144" vif_scale1="0.859977" vif_scale2="0.911266" vif_scale3="0.939413" vmaf="100" />
		<frame frameNum="7" adm2="0.957819" motion2="31.9998" ms_ssim="0.980044" psnr="38.6799" ssim="0.955477" vif_scale0="0.599311" vif_scale1="0.829156" vif_scale2="0.88932" vif_scale3="0.929703" vmaf="100" />
		<frame frameNum="8" adm2="0.925976" motion2="32.0237" ms_ssim="0.98322" psnr="39.7302" ssim="0.959399" vif_scale0="0.598792" vif_scale1="0.856524" vif_scale2="0.907874" vif_scale3="0.935533" vmaf="100" />
		<frame frameNum="9" adm2="0.958638" motion2="32.1122" ms_ssim="0.979556" psnr="38.4986" ssim="0.953655" vif_scale0="0.590228" vif_scale1="0.827491" vif_scale2="0.888291" vif_scale3="0.927127" vmaf="100" />
		<frame frameNum="10" adm2="0.926371" motion2="32.1513" ms_ssim="0.983507" psnr="39.8673" ssim="0.960675" vif_scale0="0.608475" vif_scale1="0.855029" vif_scale2="0.905621" vif_scale3="0.934673" vmaf="100" />
		<frame frameNum="11" adm2="0.956215" motion2="32.1843" ms_ssim="0.979588" psnr="38.6556" ssim="0.954456" vif_scale0="0.596878" vif_scale1="0.827266" vif_scale2="0.887939" vif_scale3="0.927623" vmaf="100" />
		<frame frameNum="12" adm2="0.928753" motion2="32.2264" ms_ssim="0.983452" psnr="39.8517" ssim="0.960151" vif_scale0="0.6051" vif_scale1="0.854274" vif_scale2="0.905114" vif_scale3="0.933325" vmaf="100" />
		<frame frameNum="13" adm2="0.955886" motion2="32.2379" ms_ssim="0.979561" psnr="38.5963" ssim="0.954164" vif_scale0="0.595043" vif_scale1="0.824859" vif_scale2="0.885871" vif_scale3="0.925674" vmaf="100" />
		<frame frameNum="14" adm2="0.923943" motion2="32.2616" ms_ssim="0.98318" psnr="39.7502" ssim="0.959556" vif_scale0="0.600595" vif_scale1="0.852666" vif_scale2="0.904952" vif_scale3="0.935204" vmaf="100" />
		<frame frameNum="15" adm2="0.954608" motion2="32.3043" ms_ssim="0.979492" psnr="38.5695" ssim="0.953868" vif_scale0="0.592903" vif_scale1="0.826221" vif_scale2="0.887575" vif_scale3="0.928724" vmaf="100" />
		<frame frameNum="16" adm2="0.92575" motion2="32.3225" ms_ssim="0.983054" psnr="39.6787" ssim="0.958414" vif_scale0="0.594191" vif_scale1="0.853268" vif_scale2="0.905414" vif_scale3="0.935023" vmaf="100" />
		<frame frameNum="17" adm2="0.955116" motion2="32.4043" ms_ssim="0.979287" psnr="38.4578" ssim="0.952703" vif_scale0="0.587663" vif_scale1="0.826873" vif_scale2="0.888801" vif_scale3="0.929504" vmaf="100" />
		<frame frameNum="18" adm2="0.926131" motion2="32.4239" ms_ssim="0.983198" psnr="39.7804" ssim="0.959729" vif_scale0="0.604392" vif_scale1="0.853016" vif_scale2="0.904121" vif_scale3="0.935274" vmaf="100" />
		<frame frameNum="19" adm2="0.956098" motion2="32.49" ms_ssim="0.979487" psnr="38.596" ssim="0.953669" vif_scale0="0.594689" vif_scale1="0.827988" vif_scale2="0.8892" vif_scale3="0.930301" vmaf="100" />
		<frame frameNum="20" adm2="0.926835" motion2="32.5345" ms_ssim="0.982983" psnr="39.7162" ssim="0.959043" vif_scale0="0.599994" vif_scale1="0.851645" vif_scale2="0.903693" vif_scale3="0.935749" vmaf="100" />
		<frame frameNum="21" adm2="0.955379" motion2="32.5756" ms_ssim="0.979635" psnr="38.525" ssim="0.953523" vif_scale0="0.592511" vif_scale1="0.827148" vif_scale2="0.88903" vif_scale3="0.931386" vmaf="100" />
