<?xml version="1.0"?>
<VMAF version="1.3.14">
	<params model="vmaf_v0.6.1.pkl" scaledWidth="640" scaledHeight="360" subsample="1" num_bootstrap_models="0" bootstrap_model_list_str="" />
	<fyi numOfFrames="300" aggregateVMAF="81.6705" aggregatePSNR="40.9643" aggregateSSIM="0.967713" aggregateMS_SSIM="0.977871" execFps="12.532" timeTaken="23.9388" />
	<frames>
		<frame frameNum="0" adm2="0.884986" motion2="0" ms_ssim="0.979561" psnr="41.2649" ssim="0.969571" vif_scale0="0.577335" vif_scale1="0.795893" vif_scale2="0.852993" vif_scale3="0.888588" vmaf="58.8396" />
		<frame frameNum="1" adm2="0.897695" motion2="22.1137" ms_ssim="0.978069" psnr="40.9128" ssim="0.967153" vif_scale0="0.551047" vif_scale1="0.760882" vif_scale2="0.830962" vif_scale3="0.875576" vmaf="82.78" />
		<frame frameNum="2" adm2="0.88743" motion2="22.0888" ms_ssim="0.978549" psnr="41.0514" ssim="0.968959" vif_scale0="0.573185" vif_scale1="0.789606" vif_scale2="0.846507" vif_scale3="0.881895" vmaf="81.6609" />
		<frame frameNum="3" adm2="0.901435" motion2="22.0812" ms_ssim="0.977486" psnr="40.678" ssim="0.96646" vif_scale0="0.542405" vif_scale1="0.748613" vif_scale2="0.820432" vif_scale3="0.869505" vmaf="82.7425" />
		<frame frameNum="4" adm2="0.886929" motion2="22.0812" ms_ssim="0.978644" psnr="41.0711" ssim="0.968816" vif_scale0="0.572474" vif_scale1="0.790012" vif_scale2="0.847468" vif_scale3="0.883104" vmaf="81.6677" />
		<frame frameNum="5" adm2="0.901516" motion2="22.0867" ms_ssim="0.977704" psnr="40.7158" ssim="0.966475" vif_scale0="0.544055" vif_scale1="0.752465" vif_scale2="0.824539" vif_scale3="0.872551" vmaf="83.1023" />
		<frame frameNum="6" adm2="0.876965" motion2="22.0033" ms_ssim="0.978229" psnr="41.0357" ssim="0.968935" vif_scale0="0.57429" vif_scale1="0.783198" vif_scale2="0.842519" vif_scale3="0.879391" vmaf="79.2049" />
		<frame frameNum="7" adm2="0.894729" motion2="22.0033" ms_ssim="0.977448" psnr="40.7927" ssim="0.96668" vif_scale0="0.549224" vif_scale1="0.753235" vif_scale2="0.8257" vif_scale3="0.873139" vmaf="81.7717" />
		<frame frameNum="8" adm2="0.871425" motion2="21.908" ms_ssim="0.979081" psnr="41.252" ssim="0.970034" vif_scale0="0.575488" vif_scale1="0.783518" vif_scale2="0.842611" vif_scale3="0.879443" vmaf="78.0275" />
		<frame frameNum="9" adm2="0.882039" motion2="21.908" ms_ssim="0.977286" psnr="40.7845" ssim="0.966709" vif_scale0="0.547822" vif_scale1="0.750187" vif_scale2="0.822516" vif_scale3="0.869263" vmaf="78.7957" />
		<frame frameNum="10" adm2="0.877104" motion2="22.0078" ms_ssim="0.978944" psnr="41.1208" ssim="0.969496" vif_scale0="0.574867" vif_scale1="0.785841" vif_scale2="0.844847" vif_scale3="0.882083" vmaf="79.497" />
		<frame frameNum="11" adm2="0.881662" motion2="21.8056" ms_ssim="0.976774" psnr="40.606" ssim="0.965742" vif_scale0="0.540266" vif_scale1="0.743301" vif_scale2="0.816114" vif_scale3="0.865723" vmaf="78.1853" />
		<frame frameNum="12" adm2="0.86463" motion2="21.8056" ms_ssim="0.978409" psnr="41.0275" ssim="0.968788" vif_scale0="0.570212" vif_scale1="0.781038" vif_scale2="0.841111" vif_scale3="0.879386" vmaf="76.5199" />
		<frame frameNum="13" adm2="0.882048" motion2="21.8515" ms_ssim="0.976627" psnr="40.5268" ssim="0.965135" vif_scale0="0.538676" vif_scale1="0.744283" vif_scale2="0.81813" vif_scale3="0.869075" vmaf="78.586" />
		<frame frameNum="14" adm2="0.869698" motion2="21.8515" ms_ssim="0.978419" psnr="41.0071" ssim="0.968238" vif_scale0="0.563857" vif_scale1="0.782716" vif_scale2="0.842462" vif_scale3="0.88099" vmaf="77.696" />
		<frame frameNum="15" adm2="0.894375" motion2="22.031" ms_ssim="0.975977" psnr="40.3454" ssim="0.96325" vif_scale0="0.525273" vif_scale1="0.740365" vif_scale2="0.816999" vif_scale3="0.8698" vmaf="81.1706" />
		<frame frameNum="16" adm2="0.872096" motion2="22.031" ms_ssim="0.978309" psnr="41.0453" ssim="0.968293" vif_scale0="0.568548" vif_scale1="0.790829" vif_scale2="0.851981" vif_scale3="0.891049" vmaf="79.3481" />
		<frame frameNum="17" adm2="0.902445" motion2="22.0583" ms_ssim="0.977248" psnr="40.6511" ssim="0.964821" vif_scale0="0.536376" vif_scale1="0.750726" vif_scale2="0.826882" vif_scale3="0.878773" vmaf="83.7534" />
		<frame frameNum="18" adm2="0.876114" motion2="22.1372" ms_ssim="0.97835" psnr="40.9925" ssim="0.968196" vif_scale0="0.567598" vif_scale1="0.786811" vif_scale2="0.846576" vif_scale3="0.885039" vmaf="79.6423" />
